"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2024,"2024-02-01","2024-02-29","nsw","major cities of australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","major cities of australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","major cities of australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","0-16","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",15,9,0,6
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",9,6,0,3
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",13,8,0,5
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",5,3,0,2
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",5,3,0,2
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,3,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",28,12,0,16
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",26,4,0,22
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",8,3,0,5
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",2,2,0,0
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",28,13,0,15
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",23,4,0,19
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",9,2,0,7
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",16,8,0,8
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",22,9,0,13
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",13,3,0,10
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",14,8,0,6
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",15,4,0,11
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",22,8,0,14
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","65 and over","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","outer regional australia","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2024,"2024-02-01","2024-02-29","nsw","remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,1,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,1,0,2
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,2,0,1
2024,"2024-02-01","2024-02-29","nsw","remote australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,3
2024,"2024-02-01","2024-02-29","nsw","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","40-64","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","unknown","40-64","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,4
2024,"2024-02-01","2024-02-29","nsw","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,3
2024,"2024-02-01","2024-02-29","nsw","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,2
2024,"2024-02-01","2024-02-29","nsw","very remote australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","very remote australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-02-01","2024-02-29","nsw","very remote australia","26-39","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nsw","very remote australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,1
2024,"2024-02-01","2024-02-29","nt","unknown","17-25","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",50,11,11,39
2024,"2024-02-01","2024-02-29","nt","unknown","26-39","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",96,28,15,68
2024,"2024-02-01","2024-02-29","nt","unknown","40-64","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",85,23,11,62
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",0,1,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",12,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",1,4,2,7
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",8,7,0,3
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,1,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",16,21,0,4
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",5,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",11,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,15,4,17
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",78,42,0,29
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",2,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",38,31,0,7
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",20,0,1,3
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",1,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",24,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,15,6,23
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",112,69,1,44
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",48,37,0,8
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",31,0,1,5
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",7,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,0,0,1
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",4,2,0,1
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",5,4,0,1
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","65 and over","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","No","Yes",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","No","Not applicable","Yes","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","No","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","No","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","No","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","sa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Not applicable","Yes","Not applicable","Yes","Yes","Not applicable","No","No",0,0,0,0
2024,"2024-02-01","2024-02-29","tas","unknown","unknown","positive_drug_tests","Yes","indicator (stage 1)","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Yes","Not applicable",178,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",9,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",19,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",35,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",8,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",16,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",40,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",17,0,0,0
2024,"2024-02-01","2024-02-29","vic","inner regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
