"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2024,"2024-02-01","2024-02-29","vic","inner regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",23,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",11,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",48,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",114,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",30,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",30,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",113,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",31,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","major cities of australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",2,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","17-25","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",14,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","26-39","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",6,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",4,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",10,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","40-64","positive_drug_tests","Yes","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",3,0,0,0
2024,"2024-02-01","2024-02-29","vic","outer regional australia","65 and over","positive_drug_tests","Yes","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","Not applicable","Not applicable",1,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","17-25","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,56
2024,"2024-02-01","2024-02-29","wa","unknown","26-39","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,0,194
2024,"2024-02-01","2024-02-29","wa","unknown","40-64","positive_drug_tests","Yes","not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,0,1,254
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",147,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",356,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",46,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","No","No",20,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",22,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","No","Not applicable","No","Not applicable","Not applicable","Yes","No",1,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",133,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",327,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","No","secondary confirmatory (stage 2)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",46,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","No",44,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","No","Not applicable","Not applicable","No","Yes",27,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Not applicable","Yes","Not applicable","Not applicable","No","No",1,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Not applicable","No","Not applicable","Not applicable","No","No",109,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","Not applicable","Yes","Not applicable","Not applicable","No","No",3,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","No","Not applicable","Not applicable","No","No",305,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","Not applicable","Yes","Not applicable","Not applicable","No","No",3,0,0,0
2024,"2024-02-01","2024-02-29","wa","unknown","unknown","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","Not applicable","No","Not applicable","Not applicable","No","No",57,0,0,0
2024,"2024-03-01","2024-03-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",2,0,0,2
2024,"2024-03-01","2024-03-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",4,0,1,4
2024,"2024-03-01","2024-03-31","act","major cities of australia","26-39","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","Not applicable","Not applicable","No","No","Not applicable",1,0,0,1
2024,"2024-03-01","2024-03-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","No","Yes","Not applicable",1,0,0,1
2024,"2024-03-01","2024-03-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Not applicable","Not applicable","Yes","No","Not applicable",1,0,0,1
2024,"2024-03-01","2024-03-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","No","No","Not applicable","Not applicable","No","No","Not applicable",3,0,0,3
2024,"2024-03-01","2024-03-31","act","major cities of australia","40-64","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","Yes","Yes","No","Not applicable","Not applicable","No","No","Not applicable",2,0,0,2
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","0-16","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","0-16","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable",1,1,0,0
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",22,12,0,10
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",88,59,0,29
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","No","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",7,5,0,2
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",49,25,0,24
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",6,6,0,0
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",10,4,0,6
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","No","indicator (stage 1)","Yes","Yes","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",4,2,0,2
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","No","Yes","Not applicable","Not applicable","Not applicable","Not applicable",13,12,0,1
2024,"2024-03-01","2024-03-31","nsw","inner regional australia","17-25","positive_drug_tests","Yes","laboratory or toxicology (stage 3)","No","No","Yes","No","Not applicable","Not applicable","Not applicable","Not applicable",16,9,0,7
